name,ticker,figi
Delta Air Lines,dal,BBG000R7Z112
"AMERISAFE, Inc.",amsf,BBG000Q0JJQ0
Micron Technology,mu,BBG000C5Z1S3
Shell АДР,shel,BBG0147BN6G2
Bank of New York Mellon,bk,BBG000BD8PN9
Brown-Forman,bf.b,BBG000BD2NY8
Arista Networks Inc,anet,BBG000N2HDY5
LGI Homes Inc,lgih,BBG0056655S1
PG&E,pcg,BBG000BQWPC5
Amcor,amcr,BBG00LNJRQ09
Matterport,mttr,BBG00XS0FV56
Everest Group,eg,TCS0223R1088
Bloom Energy,be,BBG000N7KBZ3
Bank of America Corp,bac,BBG000BCTLF6
China Merchants Bank,3968,BBG000DVPPK1
LendingTree Inc,tree,BBG000TVRB50
Visa,v,BBG000PSKYX7
Gen Digital,gen,BBG000BH2JM1
FactSet Research Systems Inc,fds,BBG000BDJL83
Navient,navi,BBG004MN1R41
Synopsys,snps,BBG000BSFRF3
Genesco Inc,gco,BBG000BK5S78
eXp World Holdings,expi,BBG001DCTG63
Exelixis Inc,exel,BBG000BQ4WF8
Фармсинтез,life,TCS00A0JR514
Cullen/Frost Bankers,cfr,BBG000C2PL98
Armstrong World Industries Inc,awi,BBG000DW4LB1
Danaher,dhr,BBG000BH3JF8
RenaissanceRe Holdings,rnr,BBG000BFVZ83
MSCI Inc,msci,BBG000RTDY25
Patterson,pdco,BBG000BQY289
Bruker Corp,brkr,BBG000CL1FG7
Franco Nevada Corporation,fnv,BBG000RD3CL8
Reinsurance Group of America I,rga,BBG000BDLCQ0
Lincoln National Corp,lnc,BBG000BNC3Y9
Юнипро,upro,BBG004S686W0
Werner Enterprises Inc,wern,BBG000BWPP85
Canadian Imperial Bank of Commerce,cm,BBG000FKTHQ1
МРСК Сибири,mrks,BBG000VJMH65
Vornado REIT,vno,BBG000BWHD54
Williams-Sonoma Inc,wsm,BBG000FSMWC3
ServiceNow Inc,now,BBG000M1R011
ContextLogic,logc,TCS006DZTJ56
China Tourism Group Duty Free,1880,BBG0195DR728
Rocket Lab,rklb,BBG00Y61SZL5
Editas Medicine Inc,edit,BBG005MX5GZ2
Resideo Technologies Inc,rezi,BBG00HY28K89
Liberty Broadband Corporation,lbrdk,BBG006GNSZW5
Kellanova,k,BBG000BMKDM3
Monolithic Power Systems,mpwr,BBG000C30L48
Pitney Bowes,pbi,BBG000BQTMJ9
Genuine Parts,gpc,BBG000BKL348
Tactile Systems Technology Inc,tcmd,BBG001B12Z39
Expedia,expe,BBG000QY3XZ2
Twenty-First Century Fox,fox,BBG00JHNKJY8
TriNet Group Inc,tnet,BBG000BR2040
ScanSource Inc,scsc,BBG000BHTPZ4
Мосэнерго,msng,BBG004S687W8
Carpenter Technology Corp,crs,BBG000BGCQT9
АФК Система,afks,BBG004S68614
Li Auto,2015,BBG0120WC125
Lincoln Electric Holdings,leco,BBG000BB72K8
Prosperity Bancshares,pb,BBG000BHY4D9
Energizer Holdings Inc,enr,BBG006FCB019
Bright Horizons Family Solutio,bfam,BBG003LFWP05
Teradata,tdc,BBG000R0L5J4
Datadog Inc,ddog,BBG003NJHZT9
Полюс,plzl,BBG000R607Y3
KKR & Co. Inc.,kkr,BBG000BCQ6J8
Alcon,alc,BBG00NPWH832
Southern Copper Corp,scco,BBG000BSHH72
American Public Education Inc,apei,BBG000RVD346
Cogent Communications,ccoi,BBG000D0SMY8
Xencor Inc,xncr,BBG0026ZG4W0
Zscaler Inc,zs,BBG003338H34
SS&C Technologies Holdings Inc,ssnc,BBG000RJ2J04
Agricultural Bank of China,1288,BBG000T9PJD5
ЛУКОЙЛ,lkoh,BBG004731032
BCE Inc.,bce,BBG000BCXNS3
PVH,pvh,BBG000BRRG02
Accenture,acn,BBG000D9D830
SEI Investments Company,seic,BBG000BSQLT9
Uber,uber,BBG002B04MT8
Chewy Inc,chwy,BBG00P19DKZ6
Alcoa Corporation,aa,BBG00B3T3HD3
Newell Brands,nwl,BBG000BQC9V2
Делимобиль,deli,TCS00A107J11
China Shenhua Energy,1088,BBG000BX4MS1
Fortive,ftv,BBG00BLVZ228
Boot Barn Holdings Inc,boot,BBG0077SYZV6
Allison Transmission Holdings,alsn,BBG001KY3845
Cohu Inc.,cohu,BBG000DKMJ86
National Instruments,nati,BBG000DZK6N6
Generac Holdings Inc,gnrc,BBG000PQ4W72
МГКЛ,mgkl,TCS00A0JVJQ8
GMS Inc,gms,BBG009Q036D0
Terreno REIT,trno,BBG000PV3J62
Golden Ocean Group,gogl,BBG000BP83H8
Select Water Solutions,wttr,BBG00G4Y2DC1
Европлан,leas,TCS00A0ZZFS9
Rentokil Initial АДР,rto,BBG000BVPG41
Arcus Biosciences,rcus,BBG00DQD26W3
Lululemon Athletica Inc,lulu,BBG000R8ZVD1
Impinj Inc,pi,BBG000GRK2Z7
Payoneer Global,payo,BBG00Z5JLLB3
Omnicell Inc,omcl,BBG000BTNGZ4
Alibaba Health Information Technology,241,BBG000BDZJK6
Columbia Sportswear Company,colm,BBG000BKKQ84
Western Alliance Bancorp,wal,BBG000Q1KFH4
Aramark,armk,BBG001KY4N87
Hansoh Pharmaceutical,3692,BBG00P78Y7N1
Ingevity Corp,ngvt,BBG009LM28K6
Warby Parker,wrby,BBG005DWN8K8
American Electric Power,aep,BBG000BB9KF2
Tempur Sealy International Inc,tpx,BBG000PXGT62
HubSpot Inc,hubs,BBG000N7MZ06
Xtep,1368,BBG000PJKKM9
AerCap Holdings,aer,BBG000Q9FZL4
"United Bankshares, Inc.",ubsi,BBG000BVXC87
Ligand Pharmaceuticals Inc,lgnd,BBG000BKF014
Удмуртнефть,udmn,TCS009046502
LIthia Motors Inc,lad,BBG000K3BC83
Chefs' Warehouse Inc,chef,BBG001MFW6D6
Annaly Capital Management REIT,nly,BBG000BJFJ98
Balchem Corp,bcpc,BBG000BCY878
Portland General Electric,por,BBG000BCRMW7
KLA-Tencor,klac,BBG000BMTFR4
EMCOR Group,eme,BBG000BBRPL4
Premier Inc,pinc,BBG000G7QX50
Alpha and Omega Semiconductor,aosl,BBG000QLW222
Curtiss-Wright,cw,BBG000BGSPS5
H World Group,htht,BBG000QFPM65
Virgin Galactic Holdings Inc Class A,spce,TCS3766K4031
Joby Aviation,joby,BBG00X2MYTC2
Thermo Fisher Scientific,tmo,BBG000BVDLH9
DXC Technology,dxc,BBG00FN64XT9
Amazon.com,amzn,BBG000BVPV84
Freeport-McMoRan,fcx,BBG000BJDB15
CommVault Systems Inc,cvlt,BBG000BG88X9
Alnylam Pharmaceuticals Inc,alny,BBG000BFGNJ5
China Life Insurance,2628,BBG000FD8023
Guardant Health Inc,gh,BBG006D97VY9
Vanda Pharmaceuticals Inc,vnda,BBG000HT5MG6
Centene Corporation,cnc,BBG000BDXCJ5
BioMarin Pharmaceutical Inc,bmrn,BBG000CZWZ05
The Allstate Corporation,all,BBG000BVMGF2
Knight-Swift Transportation,knx,BBG000BFC848
Apellis Pharmaceuticals,apls,BBG007KGRPY4
Ciena Corp,cien,BBG000BP1152
Match Group Inc,mtch,BBG00B6WH9G3
The Williams Companies,wmb,BBG000BWVCP8
MaxLinear Inc,mxl,BBG000BB6R33
Napco Security Technologies,nssc,BBG000BQ6CT5
НМТП,nmtp,BBG004S68BR5
MAXIMUS Inc,mms,BBG000BC5WJ4
Analog Devices,adi,BBG000BB6G37
Rithm Capital REIT,ritm,BBG003T1GM03
ТГК-1,tgka,BBG000QFH687
Vir Biotechnology,vir,BBG00H2QQ8T5
Fox Factory Holding Corp,foxf,BBG004T7VS53
Expeditors,expd,BBG000BJ5GK2
Freedom Holding Corp/NV,frhc,BBG000N625H8
Alibaba,baba,BBG006G2JVL2
PJT Partners Inc.,pjt,BBG0079T1PZ6
WK Kellogg Co,klg,BBG018CYVVW5
Cardlytics Inc,cdlx,BBG00225ZDD0
Krystal Biotech Inc,krys,BBG00HDGRHH7
REX American Resources Corp,rex,BBG000D2ZK61
Stellantis N.V.,stla,BBG0078ZLDG9
PRA Group Inc,praa,BBG000BNTW77
TPG,tpg,BBG0145FSNR1
AZEK Company,azek,BBG00RPJPN67
TEGNA,tgna,BBG000BK5DP1
Revolve Group Inc,rvlv,BBG00M4RHBD0
Центральный Телеграф - акции привилегированные,cntlp,BBG0027F0Y27
TotalEnergies SE,tte,BBG000CHZ857
Donaldson Co,dci,BBG000BGZP70
AstraZeneca PLC,azn,BBG000BZ0DK8
EchoStar Corporation,sats,BBG000TGLV00
Applied Therapeutics,aplt,BBG000DD0489
Forward Air Corporation,fwrd,BBG000BRCHB4
Adaptive Biotechnologies,adpt,BBG001J2PFF5
Hub Group Inc,hubg,BBG000G9W6L0
SolarEdge Technologies Inc,sedg,BBG0084BBZY6
Gartner,it,BBG000BB65D0
Marathon Oil,mro,BBG000C8H633
ModivCare Inc.,modv,BBG000P1B7C8
Мечел - Привилегированные акции,mtlrp,BBG004S68FR6
MasterBrand,mbc,BBG01B9G42Y3
COSCO SHIPPING Holdings,1919,BBG000C5K5V6
Louisiana-Pacific Corporation,lpx,BBG000BNF508
Helmerich & Payne,hp,BBG000BLCPY4
Kingsoft,3888,BBG000TF4XZ9
Healthcare Realty Trust REIT,hr,BBG000PRJCX9
Albany International Corp.,ain,BBG000BRWWH3
AMETEK,ame,BBG000B9XG87
Phillips 66,psx,BBG00286S4N9
Alliant Energy,lnt,BBG000DW4Q75
"WaFd, Inc.",wafd,BBG000BWQTD0
Seacoast Banking Corp of Flori,sbcf,BBG000KK3464
Logitech International SA,logi,BBG000BQNNP6
Upwork Inc,upwk,BBG00FBJ6390
Red Robin Gourmet Burgers Inc,rrgb,BBG000MXH9C1
Tesla Motors,tsla,BBG000N9MNX3
United States Steel,x,BBG000BX3TD3
МРСК Юга,mrky,BBG000C7P5M7
Neurocrine Biosciences Inc,nbix,BBG000GJS7C1
Sturm Ruger & Co Inc,rgr,BBG000C4FQG6
EQT Corporation,eqt,BBG000BHZ5J9
8x8 Inc,eght,BBG000BCGHH7
Green Dot Corp,gdot,BBG000QDJT53
Inspire Medical Systems Inc,insp,BBG00209SZJ7
NVIDIA,nvda,BBG000BBJQV0
Medpace Holdings Inc,medp,BBG0065B7K59
SouthState Corp,ssb,BBG000BNPYN9
TPI Composites Inc,tpic,BBG0016MQ7C5
Vuzix Corp,vuzi,BBG000QKVV49
Global Payments,gpn,BBG000CX0P89
"Graphite Bio, Inc.",grph,BBG00XDH4NZ2
Aptiv,aptv,BBG001QD41M9
Tandem Diabetes Care Inc,tndm,BBG0019V9M65
AdvanSix Inc,asix,BBG00CWTTQ41
Country Garden Holdings,2007,BBG000QQCY41
AAON,aaon,BBG000C2LZP3
Repligen Corporation,rgen,BBG000BS48J3
Alphabet Class C,goog,BBG009S3NB30
PACCAR,pcar,BBG000BQVTF5
